organism,module,peak_phase,in_prev_top10,panel,vector,vector_main_phase,projection,cosine,abs_CAP,proj_rank,is_best_driver
Terrimicrobium,M9,IV,False,environment,Propionate,V,0.4225,0.9234,0.4576,13,True
Rhodothermaceae,M9,V,True,environment,Propionate,V,0.4205,0.9724,0.4324,14,True
Hungateiclostridiaceae,M8,V,False,environment,Propionate,V,0.4175,0.9989,0.4179,15,True
Anaerolineaceae,M9,IV,False,environment,Propionate,V,0.4157,0.8571,0.4849,16,False
Pleomorphomonadaceae,M8,V,False,environment,Propionate,V,0.4137,0.9947,0.416,17,True
Mesorhizobium,M9,V,False,environment,Propionate,V,0.4135,0.9781,0.4228,18,True
Rhizobiales,M8,V,True,environment,Propionate,V,0.412,0.995,0.4141,19,True
Phreatobacter,M9,V,False,environment,Propionate,V,0.4112,0.9571,0.4296,20,True
Millisia,M9,V,False,environment,Propionate,V,0.399,0.9804,0.407,21,True
Phaeodactylibacter,M9,V,False,environment,Propionate,V,0.3962,0.912,0.4344,22,True
Ca_Caldilinea,M9,IV,True,environment,Propionate,V,0.3848,0.8752,0.4397,23,False
Novosphingobium,M8,V,False,environment,Propionate,V,0.3785,0.9998,0.3786,24,True
Xanthobacter,M9,V,False,environment,Propionate,V,0.373,0.9322,0.4001,25,True
Edaphobaculum,M8,V,False,environment,Propionate,V,0.3708,0.9972,0.3718,26,True
Gracilibacteria,M9,V,False,environment,Propionate,V,0.3574,0.8501,0.4204,27,False
Micavibrionales,M9,V,False,environment,Propionate,V,0.3466,0.9568,0.3622,28,True
Microtrichaceae,M8,V,False,environment,Propionate,V,0.3399,0.9962,0.3412,29,True
Terrimonas,M9,V,False,environment,Propionate,V,0.3327,0.8754,0.38,30,False
Rhodospirillales,M8,V,False,environment,Propionate,V,0.3106,0.9994,0.3108,31,True
Paracoccus,M9,V,False,environment,Propionate,V,0.3072,0.9206,0.3337,32,True
Bacteroidia,M8,V,False,environment,Propionate,V,0.2982,0.9925,0.3004,33,True
Lacihabitans,M8,V,False,environment,Propionate,V,0.294,0.9999,0.2941,34,True
Flexifilaceae,M7,IV,False,environment,Propionate,V,0.2931,0.7023,0.4174,35,False
Thermomicrobiales,M7,IV,False,environment,Propionate,V,0.2843,0.7572,0.3755,36,False
Saprospiraceae,M7,IV,False,environment,Propionate,V,0.2818,0.6991,0.403,37,False
Herpetosiphon,M8,V,False,environment,Propionate,V,0.2802,1.0,0.2802,38,True
Azoarcus,M8,V,False,environment,Propionate,V,0.2729,0.9995,0.2731,39,True
Ignavibacteria,M7,IV,True,environment,Propionate,V,0.2698,0.6003,0.4495,40,False
Bacteroidales,M6,V,False,environment,Propionate,V,0.2556,0.8862,0.2885,41,False
Rhodocyclaceae,M6,V,False,environment,Propionate,V,0.2465,0.914,0.2697,42,True
Holophagae,M6,V,True,environment,Propionate,V,0.2232,0.9986,0.2235,43,True
Desulfobulbus,M6,V,False,environment,Propionate,V,0.219,0.9628,0.2275,44,True
Victivallales,M6,V,False,environment,Propionate,V,0.2126,0.9731,0.2185,45,True
Rurimicrobium,M6,IV,False,environment,Propionate,V,0.2,0.8548,0.234,46,False
Ca_Pacebacteria,M7,IV,False,environment,Propionate,V,0.1952,0.6084,0.3209,47,False
Lysobacter,M7,IV,True,environment,Propionate,V,0.1937,0.5589,0.3466,48,False
Hyphomicrobium,M6,V,False,environment,Propionate,V,0.1932,0.9887,0.1954,49,True
Devosiaceae,M6,V,False,environment,Propionate,V,0.1915,0.9997,0.1915,50,True
Solirubrobacterales,M6,IV,False,environment,Propionate,V,0.1839,0.8221,0.2237,51,False
Prosthecobacter,M7,IV,False,environment,Propionate,V,0.181,0.6486,0.279,52,False
Ca_Falkowbacteria,M7,III,False,environment,Propionate,V,0.1797,0.5959,0.3016,54,False
Fimbriimonadaceae,M7,IV,False,environment,Propionate,V,0.1797,0.6966,0.258,53,False
Leptolinea,M7,IV,False,environment,Propionate,V,0.177,0.6139,0.2882,55,False
Myxococcaceae,M6,V,False,environment,Propionate,V,0.174,0.9991,0.1742,56,True
Sphingobacteriales,M7,IV,False,environment,Propionate,V,0.1705,0.5903,0.2889,57,False
Spirochaetota,M6,V,False,environment,Propionate,V,0.1696,0.9809,0.1729,58,True
Ignavibacteriales,M7,IV,False,environment,Propionate,V,0.1693,0.671,0.2523,59,False
Polyangia,M6,V,False,environment,Propionate,V,0.161,0.9628,0.1673,60,True
Hoeflea,M6,IV,False,environment,Propionate,V,0.159,0.7463,0.2131,61,False
Chlorobium,M6,IV,False,environment,Propionate,V,0.1572,0.8686,0.181,62,False
Exiguobacterium,M6,V,False,environment,Propionate,V,0.1537,1.0,0.1537,63,True
Microbacterium,M6,V,False,environment,Propionate,V,0.1437,0.9989,0.1438,64,True
Rhodobacter,M6,III,False,environment,Propionate,V,0.1184,0.7381,0.1604,65,False
Azonexus,M5,III,False,environment,Propionate,V,0.1117,0.5078,0.2199,66,False
Clostridiaceae,M5,IV,False,environment,Propionate,V,0.109,0.6007,0.1815,67,False
Leifsonia,M6,V,False,environment,Propionate,V,0.1084,0.9952,0.109,68,True
Ca_Gottesmanbacteria,M5,IV,False,environment,Propionate,V,0.1069,0.5503,0.1943,69,False
Devosia,M6,V,False,environment,Propionate,V,0.0993,0.9255,0.1073,71,True
Flavobacteriales,M5,IV,False,environment,Propionate,V,0.0993,0.4234,0.2346,70,False
Bacillales,M5,III,False,environment,Propionate,V,0.0947,0.8871,0.1067,72,False
Ca_Parvibacillus,M5,IV,False,environment,Propionate,V,0.0931,0.4025,0.2312,73,False
Anaerolinea,M5,IV,False,environment,Propionate,V,0.0904,0.3217,0.2809,74,False
Longilinea,M5,IV,False,environment,Propionate,V,0.0761,0.4303,0.1769,75,False
Chitinophagales,M5,III,False,environment,Propionate,V,0.0708,0.5567,0.1272,76,False
Kryptoniales,M5,III,False,environment,Propionate,V,0.0641,0.5716,0.1121,77,False
Patescibacteria,M5,III,False,environment,Propionate,V,0.0619,0.4061,0.1524,78,False
Lentimicrobiaceae,M5,IV,False,environment,Propionate,V,0.0601,0.3469,0.1733,79,False
Sporomusaceae,M5,III,False,environment,Propionate,V,0.0596,0.6476,0.0921,80,False
Bradymonadales,M5,III,False,environment,Propionate,V,0.052,0.422,0.1233,81,False
Melioribacteraceae,M5,IV,False,environment,Propionate,V,0.0511,0.455,0.1124,82,False
Christensenellaceae,M5,III,False,environment,Propionate,V,0.0495,0.5295,0.0935,83,False
Pirellula,M4,V,False,environment,Propionate,V,0.0476,0.7735,0.0616,84,True
Rheinheimera,M4,III,False,environment,Propionate,V,0.0379,0.7061,0.0537,85,False
Aeromonas,M4,III,True,environment,Propionate,V,0.0333,0.4522,0.0736,86,False
Fungi,M5,III,False,environment,Propionate,V,0.0314,0.2884,0.1089,87,False
Beggiatoa,M4,III,False,environment,Propionate,V,0.0307,0.5743,0.0535,88,False
Prolixibacteraceae,M5,III,False,environment,Propionate,V,0.0304,0.3412,0.0892,89,False
Acidovorax,M5,III,False,environment,Propionate,V,0.0248,0.2634,0.0941,90,False
Williamwhitmaniaceae,M5,III,False,environment,Propionate,V,0.0242,0.258,0.0939,91,False
Ca_Epiflobacter,M5,III,False,environment,Propionate,V,0.0232,0.2153,0.1078,92,False
Ochrobactrum,M4,III,False,environment,Propionate,V,0.0137,0.272,0.0505,93,False
Kiritimatiellae,M5,III,False,environment,Propionate,V,0.0105,0.0767,0.1369,94,False
Methanothrix,M4,III,False,environment,Propionate,V,0.0061,0.0976,0.062,95,False
Caldilineaceae,M5,II,False,environment,Propionate,V,0.0022,0.0241,0.0917,96,False
Amaricoccus,M4,III,False,environment,Propionate,V,0.0005,0.0099,0.0517,97,False
Spirochaetaceae,M5,III,False,environment,Propionate,V,0.0002,0.0025,0.0844,98,False
Acidaminobacter,M4,III,False,environment,Propionate,V,-0.0046,-0.5536,0.0083,100,False
Caldisericales,M4,III,False,environment,Propionate,V,-0.0046,-0.1088,0.0423,99,False
Beijerinckiaceae,M4,II,False,environment,Propionate,V,-0.0051,-0.3421,0.015,101,False
Pseudomonas,M4,III,False,environment,Propionate,V,-0.0062,-0.2454,0.0254,103,False
Smithella,M4,III,False,environment,Propionate,V,-0.0062,-0.1946,0.0319,102,False
Rhodanobacteraceae,M5,III,False,environment,Propionate,V,-0.0065,-0.0332,0.1968,104,False
Ca_Magasanikbacteria,M4,III,False,environment,Propionate,V,-0.0078,-0.1472,0.053,105,False
Vicingus,M5,III,False,environment,Propionate,V,-0.0097,-0.0651,0.1486,106,False
Ca_Methanofastidiosum,M4,III,False,environment,Propionate,V,-0.0139,-0.3374,0.0411,107,False
Turneriella,M5,IV,False,environment,Propionate,V,-0.017,-0.1986,0.0858,108,False
Sericytochromatia,M4,III,False,environment,Propionate,V,-0.0175,-0.4587,0.0381,109,False
Neochlamydia,M4,III,False,environment,Propionate,V,-0.0178,-0.57,0.0312,110,False
Pedomicrobium,M5,IV,False,environment,Propionate,V,-0.0237,-0.1311,0.1804,111,False
Ca_Nomurabacteria,M5,III,False,environment,Propionate,V,-0.0243,-0.2582,0.0943,112,False
Dechlorobacter,M4,I,False,environment,Propionate,V,-0.0307,-0.771,0.0398,113,False
Planococcus,M4,II,False,environment,Propionate,V,-0.034,-0.7623,0.0446,114,False
Hydrogenedensaceae,M5,IV,False,environment,Propionate,V,-0.0516,-0.5146,0.1003,115,False
Ignavibacterium,M5,III,False,environment,Propionate,V,-0.0585,-0.331,0.1769,116,False
Sulfuritalea,M5,III,False,environment,Propionate,V,-0.0788,-0.4287,0.1839,117,False
Thermomonas,M3,III,False,environment,Propionate,V,-0.0876,-0.7417,0.1181,118,False
Holophagaceae,M2,I,False,environment,Propionate,V,-0.0917,-0.3129,0.2931,119,False
Oligoflexia,M3,II,False,environment,Propionate,V,-0.0962,-0.9114,0.1055,120,False
Sandaracinaceae,M3,III,False,environment,Propionate,V,-0.1021,-0.7914,0.1291,121,False
Dokdonella,M3,IV,True,environment,Propionate,V,-0.1036,-0.9555,0.1084,122,False
Hydrogenophaga,M3,III,True,environment,Propionate,V,-0.1052,-0.9988,0.1053,123,False
Denitromonas,M3,I,False,environment,Propionate,V,-0.1136,-0.8277,0.1373,124,False
Elusimicrobia,M3,III,False,environment,Propionate,V,-0.1157,-0.769,0.1505,125,False
Luteimonas,M3,I,False,environment,Propionate,V,-0.1179,-0.6925,0.1702,126,False
Blastopirellula,M3,III,False,environment,Propionate,V,-0.1523,-0.9139,0.1666,127,False
Bdellovibrio,M3,II,False,environment,Propionate,V,-0.1565,-0.9996,0.1565,128,False
Ca_Flexifilum,M3,III,False,environment,Propionate,V,-0.1754,-0.9295,0.1887,129,False
Denitratisoma,M3,III,True,environment,Propionate,V,-0.183,-0.7007,0.2612,130,False
Cephaloticoccus,M3,III,False,environment,Propionate,V,-0.1866,-0.8286,0.2253,131,False
Leptonema,M3,II,False,environment,Propionate,V,-0.2001,-0.9732,0.2056,132,False
Aquimonas,M3,III,False,environment,Propionate,V,-0.2244,-0.9664,0.2322,133,False
Desulfuromonadia,M3,II,False,environment,Propionate,V,-0.246,-0.9998,0.246,134,False
Fusibacter,M2,II,False,environment,Propionate,V,-0.2485,-0.9724,0.2556,135,False
Bacteria,M2,I,False,environment,Propionate,V,-0.2666,-0.8281,0.3219,136,False
Parcubacteria,M3,II,False,environment,Propionate,V,-0.2668,-0.9948,0.2682,137,False
Bryobacter,M3,III,False,environment,Propionate,V,-0.2807,-0.973,0.2885,138,False
Chthoniobacteraceae,M3,III,False,environment,Propionate,V,-0.2834,-0.9902,0.2862,139,False
Microscillaceae,M3,III,False,environment,Propionate,V,-0.2843,-0.9792,0.2903,140,False
Puniceicoccaceae,M2,II,False,environment,Propionate,V,-0.2871,-0.901,0.3187,141,False
Azospira,M3,II,True,environment,Propionate,V,-0.2883,-0.9948,0.2898,142,False
Ca_Competibacter,M3,II,True,environment,Propionate,V,-0.2902,-0.9999,0.2903,143,False
Brevundimonas,M2,I,False,environment,Propionate,V,-0.2941,-0.8035,0.366,144,False
Phycisphaeraceae,M2,I,False,environment,Propionate,V,-0.297,-0.9364,0.3171,145,False
Runella,M2,III,False,environment,Propionate,V,-0.3094,-0.9754,0.3171,146,False
Chryseobacterium,M2,I,False,environment,Propionate,V,-0.3328,-0.77,0.4322,147,False
Ca_Bealeia,M2,II,False,environment,Propionate,V,-0.3491,-0.9366,0.3727,148,False
Lentimicrobium,M2,I,False,environment,Propionate,V,-0.3839,-0.8291,0.463,149,False
Gammaproteobacteria,M2,II,False,environment,Propionate,V,-0.3901,-0.9537,0.4091,150,False
Pseudofulvimonas,M2,II,False,environment,Propionate,V,-0.3983,-0.9149,0.4353,151,False
Pseudoxanthomonas,M2,I,True,environment,Propionate,V,-0.4061,-0.8913,0.4557,152,False
Shinella,M2,II,False,environment,Propionate,V,-0.4241,-0.8884,0.4774,153,False
Bosea,M2,II,False,environment,Propionate,V,-0.4251,-0.8859,0.4798,154,False
Sediminibacterium,M1,I,True,environment,Propionate,V,-0.4369,-0.7711,0.5666,155,False
Sphingopyxis,M1,I,False,environment,Propionate,V,-0.4414,-0.8049,0.5484,156,False
Zoogloea,M1,I,True,environment,Propionate,V,-0.4429,-0.7978,0.5552,157,False
Defluviicoccus,M2,II,False,environment,Propionate,V,-0.4481,-0.9577,0.4679,158,False
Stenotrophomonas,M1,I,False,environment,Propionate,V,-0.4488,-0.7794,0.5758,159,False
Aurantisolimonas,M2,II,False,environment,Propionate,V,-0.449,-0.9205,0.4878,160,False
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,M1,I,False,environment,Propionate,V,-0.4562,-0.7932,0.5752,161,False
Niabella,M1,I,False,environment,Propionate,V,-0.4643,-0.808,0.5746,162,False
Sutterellaceae,M1,I,False,environment,Propionate,V,-0.4644,-0.78,0.5954,163,False
Kapabacteriales,M1,I,False,environment,Propionate,V,-0.469,-0.7925,0.5918,164,False
Niveibacterium,M1,I,False,environment,Propionate,V,-0.4726,-0.87,0.5432,165,False
Chitinophagaceae,M2,I,False,environment,Propionate,V,-0.4774,-0.8953,0.5332,166,False
Planctomycetota,M2,II,False,environment,Propionate,V,-0.4793,-0.9225,0.5195,167,False
Xanthobacteraceae,M1,I,False,environment,Propionate,V,-0.4796,-0.8264,0.5804,168,False
Cloacibacterium,M1,I,True,environment,Propionate,V,-0.4834,-0.8067,0.5992,169,False
Inhella,M1,I,False,environment,Propionate,V,-0.4853,-0.8144,0.5959,170,False
Pannonibacter,M1,II,False,environment,Propionate,V,-0.4878,-0.8488,0.5747,171,False
Aminobacter,M1,I,False,environment,Propionate,V,-0.4892,-0.8196,0.5969,172,False
Gemmobacter,M1,I,True,environment,Propionate,V,-0.5042,-0.8514,0.5922,173,False
Taibaiella,M1,I,False,environment,Propionate,V,-0.5057,-0.8813,0.5738,174,False
Flavobacterium,M1,I,False,environment,Propionate,V,-0.5065,-0.8104,0.6251,175,False
Thauera,M1,I,True,environment,Propionate,V,-0.5099,-0.8076,0.6314,176,False
Flavitalea,M1,I,False,environment,Propionate,V,-0.5109,-0.8664,0.5897,177,False
Chelatococcus_asaccharovorans,M1,I,False,environment,Propionate,V,-0.5184,-0.8634,0.6004,178,False
Arenimonas,M2,II,False,environment,Propionate,V,-0.5321,-0.9547,0.5573,179,False
Thauera,M1,I,True,environment,cumulative aeration,I,0.6313,0.9998,0.6314,1,True
Flavobacterium,M1,I,False,environment,cumulative aeration,I,0.625,0.9998,0.6251,2,True
Cloacibacterium,M1,I,True,environment,cumulative aeration,I,0.5991,0.9997,0.5992,3,True
Chelatococcus_asaccharovorans,M1,I,False,environment,cumulative aeration,I,0.5985,0.9968,0.6004,4,True
Aminobacter,M1,I,False,environment,cumulative aeration,I,0.5969,1.0,0.5969,5,True
Inhella,M1,I,False,environment,cumulative aeration,I,0.5959,0.9999,0.5959,6,True
Sutterellaceae,M1,I,False,environment,cumulative aeration,I,0.594,0.9977,0.5954,7,True
Gemmobacter,M1,I,True,environment,cumulative aeration,I,0.5913,0.9984,0.5922,8,True
Kapabacteriales,M1,I,False,environment,cumulative aeration,I,0.5911,0.9989,0.5918,9,True
Flavitalea,M1,I,False,environment,cumulative aeration,I,0.5875,0.9963,0.5897,10,True
Xanthobacteraceae,M1,I,False,environment,cumulative aeration,I,0.5803,0.9999,0.5804,11,True
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,M1,I,False,environment,cumulative aeration,I,0.5746,0.9989,0.5752,12,True
Niabella,M1,I,False,environment,cumulative aeration,I,0.5745,0.9998,0.5746,13,True
Stenotrophomonas,M1,I,False,environment,cumulative aeration,I,0.5744,0.9976,0.5758,14,True
Pannonibacter,M1,II,False,environment,cumulative aeration,I,0.574,0.9987,0.5747,15,True
Taibaiella,M1,I,False,environment,cumulative aeration,I,0.5699,0.9932,0.5738,16,False
Sediminibacterium,M1,I,True,environment,cumulative aeration,I,0.5647,0.9967,0.5666,17,True
Zoogloea,M1,I,True,environment,cumulative aeration,I,0.5548,0.9992,0.5552,18,True
Sphingopyxis,M1,I,False,environment,cumulative aeration,I,0.5482,0.9996,0.5484,19,True
Niveibacterium,M1,I,False,environment,cumulative aeration,I,0.5409,0.9957,0.5432,20,False
Arenimonas,M2,II,False,environment,cumulative aeration,I,0.5313,0.9534,0.5573,21,False
Chitinophagaceae,M2,I,False,environment,cumulative aeration,I,0.5275,0.9892,0.5332,22,False
Planctomycetota,M2,II,False,environment,cumulative aeration,I,0.5079,0.9776,0.5195,23,False
Aurantisolimonas,M2,II,False,environment,cumulative aeration,I,0.4774,0.9787,0.4878,24,False
Bosea,M2,II,False,environment,cumulative aeration,I,0.476,0.9921,0.4798,25,False
Shinella,M2,II,False,environment,cumulative aeration,I,0.4733,0.9914,0.4774,26,False
Lentimicrobium,M2,I,False,environment,cumulative aeration,I,0.4629,0.9999,0.463,27,True
Pseudoxanthomonas,M2,I,True,environment,cumulative aeration,I,0.4513,0.9905,0.4557,28,False
Defluviicoccus,M2,II,False,environment,cumulative aeration,I,0.4447,0.9504,0.4679,29,False
Chryseobacterium,M2,I,False,environment,cumulative aeration,I,0.4307,0.9965,0.4322,30,True
Pseudofulvimonas,M2,II,False,environment,cumulative aeration,I,0.4272,0.9814,0.4353,31,False
Gammaproteobacteria,M2,II,False,environment,cumulative aeration,I,0.3904,0.9545,0.4091,32,False
Brevundimonas,M2,I,False,environment,cumulative aeration,I,0.3658,0.9996,0.366,33,True
Ca_Bealeia,M2,II,False,environment,cumulative aeration,I,0.361,0.9688,0.3727,34,False
Bacteria,M2,I,False,environment,cumulative aeration,I,0.3219,0.9999,0.3219,35,True
Puniceicoccaceae,M2,II,False,environment,cumulative aeration,I,0.3146,0.9873,0.3187,36,False
Phycisphaeraceae,M2,I,False,environment,cumulative aeration,I,0.3073,0.9689,0.3171,37,False
Runella,M2,III,False,environment,cumulative aeration,I,0.2938,0.9263,0.3171,38,False
Fusibacter,M2,II,False,environment,cumulative aeration,I,0.238,0.9312,0.2556,39,False
Ca_Competibacter,M3,II,True,environment,cumulative aeration,I,0.236,0.8132,0.2903,40,False
Holophagaceae,M2,I,False,environment,cumulative aeration,I,0.2344,0.7997,0.2931,41,False
Azospira,M3,II,True,environment,cumulative aeration,I,0.2196,0.7578,0.2898,42,False
Chthoniobacteraceae,M3,III,False,environment,cumulative aeration,I,0.2097,0.7326,0.2862,43,False
Desulfuromonadia,M3,II,False,environment,cumulative aeration,I,0.2048,0.8323,0.246,44,False
Parcubacteria,M3,II,False,environment,cumulative aeration,I,0.2034,0.7583,0.2682,45,False
Microscillaceae,M3,III,False,environment,cumulative aeration,I,0.1996,0.6874,0.2903,46,False
Bryobacter,M3,III,False,environment,cumulative aeration,I,0.1923,0.6663,0.2885,47,False
Luteimonas,M3,I,False,environment,cumulative aeration,I,0.1669,0.9806,0.1702,48,False
Aquimonas,M3,III,False,environment,cumulative aeration,I,0.15,0.6461,0.2322,49,False
Denitromonas,M3,I,False,environment,cumulative aeration,I,0.1372,0.9999,0.1373,50,True
Leptonema,M3,II,False,environment,cumulative aeration,I,0.1372,0.667,0.2056,51,False
Bdellovibrio,M3,II,False,environment,cumulative aeration,I,0.1309,0.8361,0.1565,52,False
Ca_Flexifilum,M3,III,False,environment,cumulative aeration,I,0.1041,0.5518,0.1887,53,False
Blastopirellula,M3,III,False,environment,cumulative aeration,I,0.0863,0.518,0.1666,54,False
Hydrogenophaga,M3,III,True,environment,cumulative aeration,I,0.0834,0.7921,0.1053,55,False
Cephaloticoccus,M3,III,False,environment,cumulative aeration,I,0.0811,0.3599,0.2253,56,False
Dokdonella,M3,IV,True,environment,cumulative aeration,I,0.0667,0.6153,0.1084,57,False
Oligoflexia,M3,II,False,environment,cumulative aeration,I,0.0541,0.5127,0.1055,58,False
Planococcus,M4,II,False,environment,cumulative aeration,I,0.0444,0.9954,0.0446,59,True
Denitratisoma,M3,III,True,environment,cumulative aeration,I,0.0436,0.1671,0.2612,60,False
Elusimicrobia,M3,III,False,environment,cumulative aeration,I,0.04,0.2655,0.1505,61,False
Dechlorobacter,M4,I,False,environment,cumulative aeration,I,0.0396,0.9966,0.0398,62,True
Sandaracinaceae,M3,III,False,environment,cumulative aeration,I,0.0387,0.3,0.1291,63,False
Thermomonas,M3,III,False,environment,cumulative aeration,I,0.0266,0.2253,0.1181,64,False
Beijerinckiaceae,M4,II,False,environment,cumulative aeration,I,0.0123,0.8178,0.015,65,False
Neochlamydia,M4,III,False,environment,cumulative aeration,I,-0.0001,-0.002,0.0312,66,False
Acidaminobacter,M4,III,False,environment,cumulative aeration,I,-0.0002,-0.0218,0.0083,67,False
Sericytochromatia,M4,III,False,environment,cumulative aeration,I,-0.005,-0.1315,0.0381,68,False
Hydrogenedensaceae,M5,IV,False,environment,cumulative aeration,I,-0.0068,-0.0678,0.1003,69,False
Pseudomonas,M4,III,False,environment,cumulative aeration,I,-0.009,-0.3527,0.0254,70,False
Ca_Methanofastidiosum,M4,III,False,environment,cumulative aeration,I,-0.0107,-0.2612,0.0411,71,False
Smithella,M4,III,False,environment,cumulative aeration,I,-0.0128,-0.401,0.0319,72,False
Pirellula,M4,V,False,environment,cumulative aeration,I,-0.0168,-0.2725,0.0616,73,False
Caldisericales,M4,III,False,environment,cumulative aeration,I,-0.0202,-0.479,0.0423,74,False
Ca_Magasanikbacteria,M4,III,False,environment,cumulative aeration,I,-0.0236,-0.4446,0.053,75,False
Amaricoccus,M4,III,False,environment,cumulative aeration,I,-0.03,-0.5797,0.0517,76,False
Sulfuritalea,M5,III,False,environment,cumulative aeration,I,-0.0303,-0.1646,0.1839,77,False
Ca_Nomurabacteria,M5,III,False,environment,cumulative aeration,I,-0.0321,-0.3404,0.0943,78,False
Turneriella,M5,IV,False,environment,cumulative aeration,I,-0.0341,-0.3972,0.0858,79,False
Ochrobactrum,M4,III,False,environment,cumulative aeration,I,-0.039,-0.7732,0.0505,80,False
Methanothrix,M4,III,False,environment,cumulative aeration,I,-0.0403,-0.649,0.062,81,False
Ignavibacterium,M5,III,False,environment,cumulative aeration,I,-0.0474,-0.2678,0.1769,82,False
Spirochaetaceae,M5,III,False,environment,cumulative aeration,I,-0.0484,-0.5736,0.0844,83,False
Beggiatoa,M4,III,False,environment,cumulative aeration,I,-0.0502,-0.9392,0.0535,84,False
Rheinheimera,M4,III,False,environment,cumulative aeration,I,-0.0529,-0.9841,0.0537,85,False
Caldilineaceae,M5,II,False,environment,cumulative aeration,I,-0.0542,-0.5912,0.0917,86,False
Devosia,M6,V,False,environment,cumulative aeration,I,-0.0582,-0.5429,0.1073,87,False
Aeromonas,M4,III,True,environment,cumulative aeration,I,-0.0648,-0.8809,0.0736,88,False
Williamwhitmaniaceae,M5,III,False,environment,cumulative aeration,I,-0.0717,-0.7639,0.0939,89,False
Acidovorax,M5,III,False,environment,cumulative aeration,I,-0.0722,-0.7675,0.0941,90,False
Prolixibacteraceae,M5,III,False,environment,cumulative aeration,I,-0.0729,-0.8173,0.0892,91,False
Vicingus,M5,III,False,environment,cumulative aeration,I,-0.0768,-0.517,0.1486,92,False
Ca_Epiflobacter,M5,III,False,environment,cumulative aeration,I,-0.0792,-0.7349,0.1078,93,False
Pedomicrobium,M5,IV,False,environment,cumulative aeration,I,-0.0828,-0.459,0.1804,94,False
Fungi,M5,III,False,environment,cumulative aeration,I,-0.0854,-0.784,0.1089,95,False
Christensenellaceae,M5,III,False,environment,cumulative aeration,I,-0.086,-0.9194,0.0935,96,False
Kiritimatiellae,M5,III,False,environment,cumulative aeration,I,-0.0866,-0.6329,0.1369,97,False
Sporomusaceae,M5,III,False,environment,cumulative aeration,I,-0.089,-0.9669,0.0921,98,False
Leifsonia,M6,V,False,environment,cumulative aeration,I,-0.0951,-0.8728,0.109,99,False
Melioribacteraceae,M5,IV,False,environment,cumulative aeration,I,-0.0991,-0.8823,0.1124,100,False
Kryptoniales,M5,III,False,environment,cumulative aeration,I,-0.1052,-0.938,0.1121,101,False
Bacillales,M5,III,False,environment,cumulative aeration,I,-0.1058,-0.9917,0.1067,102,False
Bradymonadales,M5,III,False,environment,cumulative aeration,I,-0.1066,-0.8644,0.1233,103,False
Rhodanobacteraceae,M5,III,False,environment,cumulative aeration,I,-0.1071,-0.5441,0.1968,104,False
Microbacterium,M6,V,False,environment,cumulative aeration,I,-0.1141,-0.7934,0.1438,105,False
Chitinophagales,M5,III,False,environment,cumulative aeration,I,-0.1185,-0.9316,0.1272,106,False
Exiguobacterium,M6,V,False,environment,cumulative aeration,I,-0.1261,-0.8205,0.1537,107,False
Patescibacteria,M5,III,False,environment,cumulative aeration,I,-0.1304,-0.8555,0.1524,108,False
Hyphomicrobium,M6,V,False,environment,cumulative aeration,I,-0.1418,-0.7257,0.1954,109,False
Lentimicrobiaceae,M5,IV,False,environment,cumulative aeration,I,-0.1422,-0.8208,0.1733,110,False
Myxococcaceae,M6,V,False,environment,cumulative aeration,I,-0.147,-0.8438,0.1742,111,False
Longilinea,M5,IV,False,environment,cumulative aeration,I,-0.1538,-0.869,0.1769,112,False
Polyangia,M6,V,False,environment,cumulative aeration,I,-0.158,-0.9445,0.1673,113,False
Spirochaetota,M6,V,False,environment,cumulative aeration,I,-0.1583,-0.916,0.1729,114,False
Rhodobacter,M6,III,False,environment,cumulative aeration,I,-0.159,-0.9913,0.1604,115,False
Devosiaceae,M6,V,False,environment,cumulative aeration,I,-0.1598,-0.8344,0.1915,116,False
Clostridiaceae,M5,IV,False,environment,cumulative aeration,I,-0.1724,-0.9499,0.1815,117,False
Holophagae,M6,V,True,environment,cumulative aeration,I,-0.1764,-0.7893,0.2235,118,False
Chlorobium,M6,IV,False,environment,cumulative aeration,I,-0.1802,-0.9959,0.181,119,False
Ca_Gottesmanbacteria,M5,IV,False,environment,cumulative aeration,I,-0.1805,-0.9288,0.1943,120,False
Ca_Parvibacillus,M5,IV,False,environment,cumulative aeration,I,-0.1973,-0.8535,0.2312,121,False
Azonexus,M5,III,False,environment,cumulative aeration,I,-0.1999,-0.9091,0.2199,122,False
Flavobacteriales,M5,IV,False,environment,cumulative aeration,I,-0.203,-0.8652,0.2346,123,False
Victivallales,M6,V,False,environment,cumulative aeration,I,-0.2033,-0.9302,0.2185,124,False
Hoeflea,M6,IV,False,environment,cumulative aeration,I,-0.2115,-0.9928,0.2131,125,False
Desulfobulbus,M6,V,False,environment,cumulative aeration,I,-0.2148,-0.9444,0.2275,126,False
Azoarcus,M8,V,False,environment,cumulative aeration,I,-0.2189,-0.8015,0.2731,127,False
Bacteroidia,M8,V,False,environment,cumulative aeration,I,-0.2237,-0.7447,0.3004,128,False
Solirubrobacterales,M6,IV,False,environment,cumulative aeration,I,-0.2237,-1.0,0.2237,129,False
Anaerolinea,M5,IV,False,environment,cumulative aeration,I,-0.2262,-0.8052,0.2809,130,False
